epoch,loss_train,loss_val,elapsed_min
1,0.7410428911447525,0.6472608387470246,0.18837265570958456
2,0.597219032049179,0.5376012712717056,0.3902345220247904
3,0.5510412193834782,0.45616471767425537,0.5844885428746541
4,0.4883670389652252,0.39266138672828677,0.7744539578755697
5,0.4196391500532627,0.37188869416713716,0.9730057795842488
6,0.413539907336235,0.42772620916366577,1.1745303312937418
7,0.38743868581950663,0.3272495627403259,1.3677923281987507
8,0.38654648810625075,0.3486989438533783,1.5836312969525654
9,0.3432141784578562,0.3194821685552597,1.7881898045539857
10,0.3241826228797436,0.35756299644708633,1.980905286471049
11,0.31255590692162516,0.2966913655400276,2.173058871428172
12,0.28346613347530364,0.25768770575523375,2.3679402987162272
13,0.2811616104096174,0.27296109199523927,2.5591145237286885
14,0.2606332067400217,0.2568269416689873,2.7510869979858397
15,0.2614315714687109,0.24681830555200576,2.9475547353426617
16,0.2453537916764617,0.2765006452798843,3.1407000621159873
17,0.2603659823536873,0.2291554793715477,3.355818061033885
18,0.24615324512124062,0.2383204221725464,3.561247404416402
19,0.2398366793990135,0.22852539718151094,3.749349129199982
20,0.22100103013217448,0.23075276762247085,3.9471725821495056
21,0.2148568034172058,0.20327242240309715,4.160200734933217
22,0.22772546336054802,0.23747478872537614,4.365430994828542
23,0.2134304128587246,0.21531273275613785,4.5535233537356055
24,0.19930353201925755,0.20422065034508705,4.7435526569684345
25,0.20345009174197912,0.19641950204968453,4.934791469573975
26,0.18694995064288378,0.19203005507588386,5.132294221719106
27,0.22138777673244475,0.2107791855931282,5.3251326044400535
28,0.2128428600728512,0.20062253177165984,5.520551375548044
29,0.19461121167987586,0.20257866084575654,5.7170430819193525
30,0.19269269593060018,0.19448608309030532,5.930558546384176
31,0.1819642258808017,0.18482658490538598,6.137400833765666
32,0.1890461105853319,0.17833441346883774,6.337628110249837
33,0.17871356643736364,0.1783958040177822,6.546344721317292
34,0.17985088285058737,0.18198634311556816,6.756577595074972
35,0.17185866218060256,0.18213672414422036,6.949114902814229
36,0.1753312099725008,0.1943102166056633,7.144652696450551
37,0.18378982245922088,0.2090235911309719,7.340975360075633
38,0.19158370979130268,0.1847602017223835,7.532983613014221
39,0.17103080973029136,0.17266735807061195,7.730238517125447
40,0.17476201355457305,0.19626770317554473,7.92317217985789
41,0.17159336861222982,0.19516324028372764,8.13352556626002
42,0.18994515351951122,0.18628881350159646,8.332146875063579
43,0.1653017293661833,0.1647009216248989,8.528192567825318
44,0.16413556300103666,0.16576799154281616,8.739927478631337
45,0.16217563543468713,0.1659677281975746,8.940201783180237
46,0.15424033850431443,0.17476632744073867,9.141922501722972
47,0.15977924317121506,0.1662580482661724,9.33868537346522
48,0.1543611681088805,0.1605444774031639,9.524308609962464
49,0.1532492557540536,0.1615310676395893,9.722247354189555
50,0.15430470164865256,0.16945121213793754,9.92686848640442
51,0.1589009515941143,0.1694931633770466,10.124271853764851
52,0.1551070312038064,0.1795809395611286,10.318845887978872
53,0.15160012561827899,0.17001234889030456,10.512602110703787
54,0.1559919122606516,0.16618730798363684,10.712173823515574
55,0.1548690339550376,0.17641958817839623,10.910081247488657
56,0.1561087841168046,0.16737740933895112,11.11087316274643
57,0.140200868062675,0.1729418359696865,11.301980046431224
58,0.15121430363506078,0.16735680848360063,11.500377587477367
59,0.1502811463549733,0.1642769955098629,11.694063607851664
60,0.13702138010412454,0.15237728506326675,11.880304245154063
61,0.13880551010370254,0.1571628451347351,12.099158442020416
62,0.13231702018529176,0.16347768604755403,12.291826208432516
63,0.12970371935516595,0.15143731012940406,12.47599713007609
64,0.14022161681205034,0.15842753276228905,12.687229879697163
65,0.14824434071779252,0.17616863995790483,12.886750050385793
66,0.14721779488027095,0.17158472687005996,13.086337308088938
67,0.1398922134190798,0.15550210624933242,13.280294422308604
68,0.13949936926364898,0.16079758182168008,13.4848082224528
69,0.1299890974536538,0.1535824343562126,13.690065785249073
70,0.12698980811983346,0.15549479350447654,13.87864940961202
71,0.13021755255758763,0.15293703898787497,14.091200308005016
72,0.1268254317343235,0.15138665363192558,14.293240423997243
73,0.13470806311815978,0.18630319237709045,14.487251313527425
74,0.1448363855481148,0.15031333044171333,14.680961445967357
75,0.14487052466720343,0.15964519530534743,14.878533915678661
76,0.1504122419282794,0.1811954088509083,15.072263570626577
77,0.15539921671152115,0.1666198790073395,15.26569474140803
78,0.14188279397785664,0.15863309502601625,15.465110369523366
79,0.1296934824436903,0.1524665780365467,15.665972463289897
80,0.12828124389052392,0.1564570188522339,15.872144134839376
81,0.1217673946171999,0.1682448111474514,16.074575285116833
