fold,split,dice_LV_ED_mean,dice_LV_ED_std,dice_MYO_ED_mean,dice_MYO_ED_std,dice_RV_ED_mean,dice_RV_ED_std,dice_LV_ES_mean,dice_LV_ES_std,dice_MYO_ES_mean,dice_MYO_ES_std,dice_RV_ES_mean,dice_RV_ES_std,hd95_LV_ED_mean,hd95_LV_ED_std,hd95_MYO_ED_mean,hd95_MYO_ED_std,hd95_RV_ED_mean,hd95_RV_ED_std,hd95_LV_ES_mean,hd95_LV_ES_std,hd95_MYO_ES_mean,hd95_MYO_ES_std,hd95_RV_ES_mean,hd95_RV_ES_std
1,test,0.8904994479512405,0.1153681534543733,0.7506168487336936,0.09790635478006343,0.8490677873522163,0.11269833002953585,0.8359828248766827,0.095584362249401,0.8067537620132755,0.057962559846208045,0.7948190100826333,0.07166892934279313,5.131386067867279,9.151428615231954,5.107481207847595,10.602823432475992,3.674600737094879,5.240839675300925,9.933665838241577,21.659706867034213,6.202640869617462,12.71441020554836,5.359073271751404,9.173554608134861
1,train,0.9625919348829491,0.008896781599418516,0.8772341854610776,0.029767569931344308,0.9403865210922555,0.015261259540762045,0.9451675783064083,0.018244811277303187,0.9040666749490341,0.031265538100108244,0.9205089463944182,0.025209350340790967,1.0370939284563065,0.14551194526989406,1.1325111955404281,0.3059219430197959,1.1642442435026168,0.37917990968239396,1.0590990230441093,0.16931508096928855,1.18077103048563,0.2629525715697895,1.2385880842804908,0.5542923962019916
1,val,0.9195555251214976,0.04695803964749986,0.7560522948296271,0.09506275352631174,0.8367946499810524,0.09352518102809919,0.84328032167963,0.1121154496802512,0.7868346176498802,0.07395361065151287,0.7081878215740506,0.17416886642947893,4.989184820652008,12.324045473649518,2.349709004163742,1.2476790182428596,3.573309600353241,2.563150369277071,6.477371782064438,17.071854984209576,5.480621045827865,13.366108068613913,15.393735736608505,30.30955936294037
2,test,0.8936797375151133,0.11478833851595634,0.7519976494884361,0.10020777594169732,0.8455933699293496,0.12466453042999372,0.8385381794551955,0.0981478964386353,0.8055492512581175,0.052910220323958014,0.7837611890159409,0.09578776350766163,6.46452679157257,15.61477326344091,3.916943039894104,7.508604263748366,6.589021425247193,14.900955880213123,7.446163346767426,16.981610450681455,6.105180804729462,14.273750786486763,7.759498555660247,15.299356691656797
2,train,0.9693105570292572,0.0075486365808125275,0.897263845317236,0.02331950508581506,0.9534913701146254,0.010506454770988835,0.957119764055439,0.016779335636379643,0.9208650897302835,0.024305324897450874,0.9396777079871221,0.01939277602722145,1.0353553384542464,0.23175570163071477,1.0612436845898627,0.24907288532818728,1.0981669276952744,0.28471255913495047,1.0498946815729142,0.19806654959167141,1.0839828327298164,0.27555460662325637,1.1931701749563217,0.7213524175057141
2,val,0.9395291690274403,0.027845108140133225,0.8017054753490631,0.07327179221164182,0.8756239785956392,0.03943964533770711,0.8839370622740278,0.049777673648663784,0.8240857213903803,0.06434619269123756,0.790645372981565,0.06194274480695085,1.5842669546604156,1.0208861674963703,2.938896930217743,4.550924112058037,2.552838808298111,1.1621278407431628,3.502074122428894,6.727724393257767,3.319330132007599,5.664715231092477,3.874081391096115,3.1024521581201108
3,test,0.8327871560692742,0.10625926205289149,0.7483633694670264,0.09587473919332715,0.8463568352333313,0.12375642128286295,0.788439574309168,0.07880240197238676,0.8083756766207237,0.05598059021745203,0.798616125310553,0.0798945374803413,6.1439914894104,6.034774793470331,3.544535617828369,7.2228553191824645,6.511024327278137,15.501548541185473,11.28026710987091,23.491390106497278,5.082343151569367,13.141292439533062,8.104015672206879,16.898713719988997
3,train,0.9090426649251476,0.005453815884126035,0.9115668133127105,0.020082661973798033,0.9594568738092484,0.009502308065321778,0.9011411702777385,0.010631921243370009,0.9321591329109727,0.021751910704194265,0.9507569413302905,0.01599991252006598,4.873299542069435,0.8686377409818297,1.0336516305804253,0.17878438889188752,1.06218364238739,0.2695817781683398,3.861210635304451,1.2230276633999488,1.0508883461356162,0.2426304783838816,1.1314855366945267,0.6988167143090576
3,val,0.8746227600102229,0.0184794065644781,0.8049480597420878,0.05607762237131075,0.8841705464622684,0.06462124848075342,0.8243108370348562,0.05935090601211805,0.8363295916593593,0.04285350231582696,0.7886627794129917,0.10005343000938798,4.807755613327027,0.6370045298234326,4.271993428468704,11.019483390835017,3.419594573974609,6.302994309723556,4.763798928260803,2.2249419700920243,1.9611611187458038,0.6911828319136015,4.137662535905838,7.714972093828044
4,test,0.8339818437689555,0.1098040374107228,0.7526549967611618,0.10102372201405962,0.8582288227693692,0.11163621447787052,0.7778809630496556,0.09085908280141058,0.8076983540658713,0.0525238157595357,0.7869805295012705,0.07941905753373034,8.352381892204285,13.922771131384987,4.301182322502136,8.048682870703216,6.804727206230163,16.274758667331916,10.146980509757995,21.689685261640097,5.728350119590759,14.021916216544438,8.204699304103851,17.001234345173692
