run_name,arch_name,loss_name,channels,strides,lr,weight_decay,batch_size,dice_test,dice_train,dice_val,hd95_test,hd95_train,hd95_val,loss_test,loss_train,loss_val
small_DiceCELoss_lr0.0005_wd1e-05_bs5,small,DiceCELoss,"(4, 8, 16, 32, 64)","(2, 2, 2, 2)",0.0005,1e-05,5,0.04468594864010811,0.0627598911523819,0.034325238317251205,25.108810424804688,20.916839599609375,20.25354766845703,0.8329004615545272,0.8299089577049017,0.8389227315783501
small_DiceCELoss_lr0.001_wd0.0001_bs1,small,DiceCELoss,"(4, 8, 16, 32, 64)","(2, 2, 2, 2)",0.001,0.0001,1,0.5768620371818542,0.5952911972999573,0.5621083378791809,17.177366256713867,11.03564453125,16.75775146484375,0.39011046394705773,0.36829804377630354,0.4040013920515776
small_DiceCELoss_lr0.001_wd0.0001_bs2,small,DiceCELoss,"(4, 8, 16, 32, 64)","(2, 2, 2, 2)",0.001,0.0001,2,0.44795340299606323,0.4544622302055359,0.45833104848861694,34.730220794677734,30.867782592773438,26.948383331298828,0.484886908531189,0.4789699200540781,0.4815130069851875
small_DiceCELoss_lr0.001_wd0.0001_bs4,small,DiceCELoss,"(4, 8, 16, 32, 64)","(2, 2, 2, 2)",0.001,0.0001,4,0.12643855810165405,0.11907412856817245,0.09468532353639603,32.064815521240234,39.50287628173828,29.460735321044922,0.7731082026775067,0.7856616467237473,0.7846821248531342
small_DiceCELoss_lr0.001_wd0.0001_bs5,small,DiceCELoss,"(4, 8, 16, 32, 64)","(2, 2, 2, 2)",0.001,0.0001,5,0.16505999863147736,0.179086372256279,0.18033036589622498,36.722232818603516,39.29803466796875,30.34369468688965,0.6749227672815323,0.6789939757436514,0.6831098198890686
small_DiceCELoss_lr0.001_wd0.0_bs1,small,DiceCELoss,"(4, 8, 16, 32, 64)","(2, 2, 2, 2)",0.001,0.0,1,0.5075517296791077,0.5522146821022034,0.4965420663356781,19.868221282958984,18.49307632446289,21.105358123779297,0.4494534930586815,0.4069206638261676,0.4652277950197458
small_DiceCELoss_lr0.001_wd0.0_bs2,small,DiceCELoss,"(4, 8, 16, 32, 64)","(2, 2, 2, 2)",0.001,0.0,2,0.41967394948005676,0.42898398637771606,0.41926032304763794,24.638330459594727,27.814205169677734,22.07750129699707,0.5041543477773667,0.4987857561558485,0.5064246609807015
small_DiceCELoss_lr0.001_wd0.0_bs4,small,DiceCELoss,"(4, 8, 16, 32, 64)","(2, 2, 2, 2)",0.001,0.0,4,0.12243834137916565,0.12356295436620712,0.093357615172863,22.829185485839844,34.70449447631836,30.985584259033203,0.7824659943580627,0.7968905225396157,0.7970593988895416
small_DiceCELoss_lr0.001_wd0.0_bs5,small,DiceCELoss,"(4, 8, 16, 32, 64)","(2, 2, 2, 2)",0.001,0.0,5,0.1637602597475052,0.17865689098834991,0.1679341197013855,33.438720703125,36.878440856933594,36.78684616088867,0.6628696888685226,0.6665070988237858,0.6756768301129341
small_DiceCELoss_lr0.001_wd1e-05_bs1,small,DiceCELoss,"(4, 8, 16, 32, 64)","(2, 2, 2, 2)",0.001,1e-05,1,0.5106516480445862,0.5350329279899597,0.5187821388244629,26.54537582397461,25.856739044189453,26.61056137084961,0.4508906725049019,0.4285763405263424,0.446673546731472
small_DiceCELoss_lr0.001_wd1e-05_bs2,small,DiceCELoss,"(4, 8, 16, 32, 64)","(2, 2, 2, 2)",0.001,1e-05,2,0.39557740092277527,0.38773366808891296,0.38611894845962524,27.928466796875,37.774024963378906,28.244579315185547,0.5292301321029663,0.5328538849949837,0.5386612132191658
small_DiceCELoss_lr0.001_wd1e-05_bs4,small,DiceCELoss,"(4, 8, 16, 32, 64)","(2, 2, 2, 2)",0.001,1e-05,4,0.1094118282198906,0.11420679092407227,0.07867644727230072,31.51500701904297,37.959442138671875,29.450923919677734,0.7846946234886463,0.7942522212862968,0.796989244222641
small_DiceCELoss_lr0.001_wd1e-05_bs5,small,DiceCELoss,"(4, 8, 16, 32, 64)","(2, 2, 2, 2)",0.001,1e-05,5,0.17810992896556854,0.1933380663394928,0.1855003535747528,26.170146942138672,31.589569091796875,30.383031845092773,0.6508449375629425,0.6541601624339819,0.6592701300978661
small_DiceLoss_lr0.0001_wd0.0001_bs1,small,DiceLoss,"(4, 8, 16, 32, 64)","(2, 2, 2, 2)",0.0001,0.0001,1,0.19103048741817474,0.2115391492843628,0.2189963310956955,34.2779655456543,36.865234375,27.047409057617188,0.6772072458267212,0.6657676517963409,0.6661916688084603
